161.202.226.194:80
194.233.69.41:443
185.106.96.254:6969
182.72.150.242:8080
64.124.38.141:8080
103.78.252.30:8080
64.124.38.139:8080
89.189.128.183:8080
192.248.125.3:80
51.83.193.250:8081
185.208.172.196:8080
196.214.185.80:80
196.214.185.83:80
74.143.245.221:80
31.13.14.219:22868
103.78.252.65:8080
160.251.17.60:8080
167.114.96.27:9300
158.69.71.245:9300
103.109.58.54:8080
187.92.71.154:53281
158.69.71.69:9300
83.171.103.67:8080
110.172.162.249:44047
160.16.89.237:3128
81.18.45.35:3128
45.139.188.166:41872
185.189.199.75:23500
34.138.225.120:8888
190.145.200.126:53281
45.121.216.219:55443
212.126.107.2:31475
95.165.182.230:45396
222.252.156.61:62694
36.89.182.193:39382
51.91.111.43:80
69.65.65.178:58389
5.200.72.51:3128
103.79.35.172:39049
109.232.106.236:49565
190.152.5.126:53040
194.233.73.104:443
5.165.180.206:8080
94.73.239.124:55443
3.143.248.70:80
121.100.19.69:8080
116.73.14.16:8080
89.208.35.79:60358
182.52.51.10:61124
62.205.169.74:53281
160.251.4.41:8080
31.7.148.70:3128
207.177.51.102:6969
124.219.176.139:39589
24.172.34.114:49920
88.151.251.195:6969
173.249.30.197:8118
158.140.190.242:55443
172.104.171.136:8080
